Museum_Name,Museum_ID,State
"ALABAMA MUSEUM OF NATURAL HISTORY",8409501098,AL
"ALABAMA MUSEUM OF THE HEALTH SCIENCES",8409500239,AL
"ALABAMA MUSIC HALL OF FAME",8409501303,AL
"ALABAMA NATIONAL GUARD HISTORICAL SOCIETY",8400100222,AL
"ALABAMA NEGRO LEAGUE BASEBALL MUSEUM FOUNDATION",8400100113,AL
"ALABAMA RIVER REGION ARTS CENTER",8400100172,AL
"ALABAMA RURAL HERITAGE CENTER",8409501304,AL
"ALABAMA SPORTS HALL OF FAME",8400100120,AL
"ALABAMA TRAIL OF TEARS CORRIDOR ASSOCIATION",8400100393,AL
"ALABAMA TRUST FOR HISTORIC PRESERVATION",8400100308,AL
"ALABAMA VETERANS MUSEUM & ARCHIVES",8400100182,AL
"ALABAMA WILDLIFE CENTER",8400100279,AL
"ALABAMA WOMEN'S HALL OF FAME",8409501305,AL
"ALABAMA ZOOLOGICAL SOCIETY",8400100125,AL
"ALACHUA COUNTY HISTORIC TRUST MATHESON MUSEUM",8401200868,FL
"ALADDIN MUSEUM OF LIGHT",8404700204,TN
"ALAMANCE COUNTY HISTORICAL MUSEUM",8403700420,NC
"ALAMEDA ARCHITECTURAL PRESERVATION",8400601551,CA
"ALAMEDA COUNTY HISTORICAL SOCIETY",8400602556,CA
"ALAMEDA HISTORICAL SOCIETY",8400602285,CA
"ALAMEDA NAVAL AIR MUSEUM",8400600580,CA
"ALAMEDA PARK ZOO",8409500005,NM
"ALAMEDA THEATRE",8400601003,CA
"ALAMO MISSION MUSEUM OF FRANKLIN COUNTY",8404802015,TX
"ALAMO PUBLIC TELECOMMUNICATIONS COUNCIL",8404801160,TX
"ALAMOGOROD ZOO",8403500209,NM
ALAMOS,8404700192,TN
"ALAMOSA COUNTY CHAMBER OF COMMERCE",8400800195,CO
"ALANREED-MCLEAN AREA MUSEUM",8404800576,TX
"ALASKA AVIATION HERITAGE MUSEUM",8400200098,AK
"ALASKA BOTANICAL GARDEN",8400200117,AK
"ALASKA CHALLENGER CENTER FOR SPACE SCIENCE TECHNOLOGY",8400200153,AK
"ALASKA EDUCATORS HISTORICAL SOCIETY",8400200143,AK
"ALASKA HERITAGE MUSEUM",8400200027,AK
"ALASKA HISTORICAL MUSEUM",8400200096,AK
"ALASKA JEWISH MUSEUM",8400200078,AK
"ALASKA LIGHTHOUSE ASSOCIATION",8400200084,AK
"ALASKA MASONIC LIBRARY AND MUSEUM FOUNDATION",8400200107,AK
"ALASKA MINING HALL OF FAME FOUNDATION",8400200073,AK
"ALASKA NATIONAL GUARD HISTORICAL HOLDING-MUSEUM",8400200131,AK
"ALASKA NATIVE HERITAGE CENTER",8400200123,AK
"ALASKA SEALIFE CENTER",8409500006,AK
"ALASKA SPORTS HALL OF FAME",8400200082,AK
"ALASKA STATE MUSEUM",8400200044,AK
"ALASKA TERRITORIAL CAVALRY MOTORIZED",8400200133,AK
"ALASKA TROOPER MUSEUM",8400200026,AK
"ALASKA VETERANS MUSEUM",8400200031,AK
"ALASKA WILDLIFE CONSERVATION CENTER",8400200170,AK
"ALASKA ZOO",8400200087,AK
"ALASKALAND PIONEER AIR MUSEUM",8400200025,AK
"ALBANY CIVIL RIGHTS INSTITUTE",8401300550,GA
"ALBANY COUNTY HISTORICAL ASSOCIATION",8403601259,NY
"ALBANY HERITAGE SOCIETY",8402700280,MN
"ALBANY HISTORICAL SOCIETY",8402000153,KS
"ALBANY HISTORICAL SOCIETY ALBANY CA",8400600798,CA
"ALBANY INDIAN",8401700724,IL
"ALBANY INSTITUTE OF HISTORY AND ART",8403601052,NY
"ALBANY MUSEUM OF ART",8401300681,GA
"ALBANY PINE BUSH DISCOVERY CENTER",8403602428,NY
"ALBANY REGIONAL MUSEUM CORPORATION",8404100381,OR
"ALBANY TOWNSHIP HISTORICAL SOCIETY",8404200824,PA
"ALBEMARLE COUNTY HISTORICAL SOCIETY",8405100966,VA
"ALBEMARLE-STANLY HISTORIC PRESERVATION COMMISSION",8403700124,NC
"ALBERT & MARY RHOADES MUSEUM",8405500701,WI
"ALBERT CITY HISTORICAL ASSOCIATION",8401900206,IA
"ALBERT EINSTEIN HIGH SCHOOL ATHLETIC HALL OF FAME",8402400645,MD
"ALBERT EINSTEIN PLANETARIUM",8409500240,DC
"ALBERT J THOMAS LIBRARY MUSEUM",8402500184,MA
"ALBERT LEA STORY LADY DOLL & TOY MUSEUM",8402700527,MN
"ALBERT R. MANN LIBRARY",8409501306,NY
"ALBERT WHITTED AIRPORT PRESERVATION SOCIETY",8401201097,FL
"ALBERTA CABOOSE COMMITTEE",8405100482,VA
"ALBERTVILLE MUSEUM",8409501307,AL
"ALBIN O KUHN LIBRARY AND GALLERY",8409502672,MD
"ALBIN POLASEK MUSEUM AND SCULPTURE GARDENS",8401200239,FL
"ALBINGER ARCHAEOLOGICAL MUSEUM",8400600554,CA
"ALBION ACADEMY HISTORICAL SOCIETY",8405500757,WI
"ALBION HISTORICAL SOCIETY",8402300217,ME
"ALBION VALLEY HISTORICAL SOCIETY",8409501308,ID
"ALBRECHT-KEMPER MUSEUM OF ART",8409400025,MO
"ALBRIGHT CARE SERVICES",8404200498,PA
"ALBRIGHT�KNOX ART GALLERY",8403602452,NY
"ALBUQUERQUE BIOLOGICAL PARK",8409500007,NM
"ALBUQUERQUE HISTORICAL SOCIETY",8403500288,NM
"ALBUQUERQUE MUSEUM FOUNDATION",8403500175,NM
"ALBUQUERQUE MUSEUM OF ART AND HISTORY",8403500280,NM
"ALBUQUERQUE SOCIETY OF HO MODULE ENGINEERS",8403500135,NM
"ALBUQUERQUE SPORTS HALL OF FAME",8403500180,NM
"ALBURGH HISTORICAL SOCIETY",8405000139,VT
"ALBURNETT CITY HALL",8401900118,IA
"ALBURNETT COMMUNITY HISTORICAL SOCIETY",8401900521,IA
"ALBURTIS-LOCKRIDGE HISTORICAL SOCIETY",8404200888,PA
"ALCATRAZ ISLAND",8409400026,CA
"ALCO HISTORICAL & TECHNICAL SOCIETY",8403602076,NY
"ALCONA HISTORICAL SOCIETY",8402600621,MI
"ALCOVE PRESERVATION ASSOCIATION",8403601196,NY
"ALDEN B. DOW MUSEUM OF SCIENCE & ART",8409500241,MI
"ALDEN DEPOT PARK AND MUSEUM",8402600213,MI
"ALDEN HOUSE MUSEUM",8402500209,MA
"ALDEN PLANETARIUM",8409500242,MA
"ALDIE HERITAGE ASSOCIATION",8405100789,VA
"ALDIE MILL",8405100191,VA
"ALDO LEOPOLD NATURE CENTER",8405500608,WI
"ALDRICH COAL MINE MUSEUM",8409501309,AL
"ALDRICH CONTEMPORARY ART MUSEUM",8400900341,CT
"ALDRICH HOUSE",8403100089,NE
"ALDRICH PUBLIC LIBRARY",8405000053,VT
"ALDRIDGE GARDENS",8400100388,AL
"ALDUS SOCIETY",8403901392,OH
"ALEX HALEY HOUSE MUSEUM",8404700125,TN
"ALEX HALEY MUSEUM ASSOCIATION",8404700405,TN
"ALEXANDAR CAMPELL MANSION",8409501310,WV
"ALEXANDER AND BALDWIN SUGAR MUSEUM",8401500127,HI
"ALEXANDER BREST MUSEUM AND GALLERY",8409502673,FL
"ALEXANDER COUNTY ANCESTORY",8403700631,NC
"ALEXANDER COUNTY OLD JAIL MUSEUM",8403700125,NC
"ALEXANDER CRAWFORD HISTORICAL",8402300080,ME
"ALEXANDER F. MORRISON PLANETARIUM",8409500243,CA
"ALEXANDER GALLERY",8409502674,OR
"ALEXANDER HALL GALLERY",8409502675,GA
"ALEXANDER HOUSE",8401600084,ID
"ALEXANDER RAMSEY HOUSE",8402700113,MN
"ALEXANDERS MAJ HIST FOUN",8402900726,MO
"ALEXANDRA BOTANIC GARDEN",8409501918,MA
"ALEXANDRIA ARCHAEOLOGY MUSEUM",8405100194,VA
"ALEXANDRIA BLACK HISTORY MUSEUM",8405100177,VA
"ALEXANDRIA HISTORICAL SOCIETY",8403300156,NH
"ALEXANDRIA MUSEUM OF ART",8402200225,LA
"ALEXANDRIA TOWNSHIP HISTORICAL SOCIETY",8403400341,NJ
"ALEXANDRIA ZOOLOGICAL PARK",8409500008,LA
"ALEXIS MUSEUM",8401700803,IL
"ALF ENGEN SKI MUSEUM",8404900198,UT
"ALFALFA COUNTY MUSEUM",8404000103,OK
"ALFRED B. MACLAY STATE GARDENS",8401200241,FL
"ALFRED HATCH PLACE AT ARCOLA",8409501248,AL
"ALFRED SHAKER MUSEUM",8402300267,ME
"ALFRED TWENTY FIRST CENTRY GROUP",8403601871,NY
"ALGER COUNTY HISTORICAL SOCIETY",8402600321,MI
"ALGER-SULLIVAN HISTORICAL SOCIETY",8401200871,FL
"ALGIERS HISTORICAL SOCIETY",8402200383,LA
"ALGOMA TOWNSHIP HISTORICAL SOCIETY",8402600736,MI
"ALGONAC CLAY HISTORICAL MUSEUM",8402600198,MI
"ALGONAC-CLAY TOWNSHIP HISTORICAL SOCIETY",8402600761,MI
"ALGONQIAN INDANS N CROLINE",8403700171,NC
"ALGUR MEADOWS MUSEUM",8402200119,LA
"ALHAMBRA HISTORICAL SOCIETY",8400601230,CA
"ALHAMBRA PRESERVATION GROUP",8400602071,CA
"ALIA ARRAM CHILDREN'S MUSEUM",8409400807,NE
"ALICE ABEL ARBORETUM",8409501920,NE
"ALICE AND LEONARD DREYFUSS PLANETARIUM",8409500244,NJ
"ALICE AUSTEN HOUSE",8403600840,NY
"ALICE AUSTEN HOUSE MUSEUM",8403600389,NY
"ALICE MOSELEY FOLK ART AND ANTIQUE MUSEUM",8402800110,MS
"ALICE T MINER MUSEUM",8403600406,NY
"ALICE'S TEA ROOM AND MINIATURES",8402900118,MO
"ALICEVILLE HISTORICAL PRESERVATION COMMISSION",8400100275,AL
"ALICEVILLE MUSEUM",8400100346,AL
"ALJIRA: A CENTER FOR CONTENMPORARY ART",8403400314,NJ
"ALL AMERICAN STRATEGIC RESPONSE FORCE",8403700196,NC
"ALL VETERANS MUSEUM COMPLEX",8402000129,KS
"ALLAGASH HISTORICAL SOCIETY",8402300132,ME
"ALLAIRE VILLAGE",8403400189,NJ
"ALLAMAKEE CO HISTORICAL SOCIETY",8401900376,IA
"ALLAMUCHY HISTORICAL SOCIETY",8403400616,NJ
"ALLAN SHIVERS LIBRARY AND MEMORIAL MUSEUM",8404801435,TX
"ALLEGAN COUNTY HISTORICAL SOCIETY",8402600520,MI
"ALLEGANY COUNTY HISTORICAL SOCIETY",8402400609,MD
"ALLEGANY MUSEUM",8402400392,MD
"ALLEGANY STATE PARK HISTORICAL SOCIETY",8403601509,NY
"ALLEGHANY HIGHLANDS ARTS CENTER",8405100659,VA
"ALLEGHANY HISTORICAL GENEALOGICAL SOCIETY",8403700512,NC
"ALLEGHANY HISTORICAL SOCIETY",8405100664,VA
"ALLEGHENY ARMS AND ARMOR MUSEUM",8404201266,PA
"ALLEGHENY CEMETERY HISTORICAL ASSOCIATION",8404201146,PA
"ALLEGHENY FOOTHILLS HISTORICAL SOCIETY",8404201517,PA
"ALLEGHENY HISTORIC PRESERVATION SOCIETY",8404201198,PA
"ALLEGHENY KISKI VALLEY HISTORICAL SOCIETY",8404200988,PA
"ALLEGHENY MUSARIUM",8404200335,PA
"ALLEGHENY PORTAGE RAILROAD NATIONAL HISTORIC SITE",8404201724,PA
"ALLEGHENY TOWNSHIP HISTORICAL SOCIETY",8404201527,PA
"ALLEGRA FARM HORSE & CARRIAGE",8400900486,CT
"ALLEN AREA HISTORICAL SOCIETY",8402600716,MI
"ALLEN COUNTY COURTHOUSE PRESERVATION TRUST",8401800512,IN
"ALLEN COUNTY HISTORICAL SOCIETY",8402000260,KS
"ALLEN COUNTY HITORICAL & GENEALOGY SOCIETY",8402100410,KY
"ALLEN COUNTY JAIL",8402000114,KS
"ALLEN COUNTY-FORT WAYNE HISTORICAL SOCIETY",8401800130,IN
"ALLEN E ROBERTS MASONIC LIBRARY",8405100776,VA
"ALLEN HERITAGE GUILD",8404801698,TX
"ALLEN HISTORICAL SOCIETY",8402400522,MD
"ALLEN HOUSE HISTORICAL HOME",8402600197,MI
"ALLEN KNIGHT MARITIME MUSEUM",8400600572,CA
"ALLEN LAMBE HOUSE FOUNDATION",8402000307,KS
"ALLEN MEMORIAL ART MUSEUM",8409502676,OH
"ALLEN PRIEBE GALLERY",8409502677,WI
"ALLEN R. HITE ART INSTITUTE",8409502678,KY
"ALLEN-MADISON HOUSE",8404400114,RI
"ALLENDALE HISTORICAL SOCIETY",8402600617,MI
"ALLENSTOWN N H HISTORICAL SOCIETY",8403300270,NH
"ALLENTOWN ART MUSEUM",8404200480,PA
"ALLENTOWN PRESERVATION LEAGUE",8404200763,PA
"ALLERTON PARK AND RETREAT CENTER",8401700262,IL
"ALLEY POND ENVIRONMENTAL CENTER",8403600434,NY
"ALLIANCE AREA PRESERVATION SOCIETY",8403901108,OH
"ALLIANCE FOR HISTORICAL PRESERVATION",8400800190,CO
"ALLIANCE HISTORICAL SOCIETY",8403901240,OH
"ALLIED GARDENS PARK & RECREATION COUNCIL",8400601274,CA
"ALLISON GALLERY",8409502679,TX
"ALLISON-ANTRIM MUSEUM",8404201304,PA
"ALLMAN BROTHERS BAND MUSEUM",8401300130,GA
"ALLYN MUSEUM OF ENTOMOLOGY",8409500245,FL
"ALMA HISTORICAL SOCIETY",8405500424,WI
"ALMANZO AND LAURA INGALLS WILDER ASSOCIATION",8403601128,NY
"ALMIRA HISTORICAL SOCIETY",8402600782,MI
"ALMOND HISTORICAL SOCIETY",8403601627,NY
"ALMONT COMMUNITY HISTORICAL SOCIETY",8402600666,MI
"ALMONT HISTORICAL SOCIETY",8403800175,ND
"ALNWICK GARDEN",8401100184,DC
"ALOHA HISTORICAL SOCIETY",8402600851,MI
"ALOHA SHIRT MUSEUM",8401500027,HI
"ALPHA HISTORICAL MUSEUM",8402600403,MI
"ALPHA PI ALLIANCE FOR THE PRESERVATION OF HISTORIC PLACES",8405500556,WI
"ALPHARETTA ARBORETUM",8401300229,GA
"ALPHARETTA HISTORICAL SOCIETY",8401300558,GA
"ALPINE ART CENTER",8404900072,UT
"ALPINE COUNTY MUSEUM",8400602239,CA
"ALPINE HERITAGE PRESERVATION",8405400155,WV
"ALPINE HILLS HISTORICAL MUSEUM",8403900926,OH
"ALPINE HISTORICAL AND CONSERVATION SOCIETY",8400600966,CA
"ALPINE HISTORICAL SOCIETY",8400200109,AK
"ALPINE HISTORICAL SOCIETY MUSESUM",8400600590,CA
"ALPINE OPTIMIST GRANVILLE MUSEUM",8400601354,CA
"ALPINES GALLERY NIGHT",8404800485,TX
"ALSEA BAY BRIDGE INTERPRETIVE CENTER",8404100443,OR
"ALSI HISTORICAL AND GENEOLOGY SOCIETY",8404100382,OR
"ALSTEAD HISTORICAL SOCIETY",8403300210,NH
"ALTA DISTRICT HISTORIAL SOCIETY",8400602334,CA
"ALTA DISTRICT MUSEUM",8400600591,CA
"ALTA SCHMIDT HOUSE MUSEUM",8400600545,CA
"ALTADENA HERITAGE",8400602786,CA
"ALTADENA HISTORICAL SOCIETY",8400600938,CA
"ALTAMA MUSEUM OF ART & HISTORY",8401300427,GA
"ALTAMAHA HERITAGE CENTER",8401300303,GA
"ALTAMONT LIVING MUSEUM",8401701137,IL
"ALTAMONT SCHOOL",8400100244,AL
"ALTAMONTE SPRINGS HISTORICAL SOCIETY",8401200770,FL
"ALTAR OF THE NEW TESTAMENT AND FOUNDERS HALL",8409501249,AL
"ALTERNATIVE MUSEUM",8403600392,NY
"ALTO HERALD MUSEUM",8404800857,TX
"ALTO MODEL TRAIN MUSEUM ASSOCIATION",8404201358,PA
"ALTON AREA HISTORICAL SOCIETY",8401701210,IL
"ALTON HISTORICAL SOCIETY",8403300258,NH
"ALTON MUSEUM OF HISTORY & ART",8401700380,IL
"ALTOONA AREA HISTORICAL SOCIETY",8401900139,IA
"ALTOONA HISTORICAL SOCIETY",8405500294,WI
"ALTUS HISTORICAL SOCIETY",8400500237,AR
"ALUMNI ART GALLERY",8409502680,UT
"ALUMNI GALLERY",8409502681,CO
"ALUMNI MUSEUM SPRING GROVE HOSPITAL CENTER",8402400270,MD
"ALUMNI SOCIETY OF THE SCHOOL OF VISUAL ARTS",8403601961,NY
"ALUTIIQ HERITAGE ENDOWMENT",8400200152,AK
"ALUTIIQ HERITAGE FOUNDATION",8400200135,AK
"ALVARADO PARK",8400600577,CA
"ALVERTA GREEN MUSEUM",8403900195,OH
"ALVIN MUSEUM SOCIETY",8404801063,TX
"ALWUN HOUSE FOUNDATION",8400400358,AZ
"ALYCE DE ROULET WILLIAMSON GALLERY",8409502682,CA
"AMADOR COUNTY HISTORICAL SOCIETY & MUSEUM",8400602393,CA
"AMADOR LIVERMORE VALLEY HISTORICAL",8400602528,CA
"AMADOR SAWMILL AND MINING ASSOCIATION",8400602105,CA
"AMADOR WHITNEY MUSEUM",8400600564,CA
"AMAGANSETT HISTORICAL ASSOCIATION",8403600719,NY
"AMANA HERITAGE SOCIETY",8401900121,IA
AMARANTHINE,8401201280,FL
"AMARANTHINE MUSEUM",8402400557,MD
"AMARILLO BOTANICAL GARDENS",8404801420,TX
"AMARILLO COLLEGE NATURAL HISTORY MUSEUM",8409501099,TX
"AMARILLO HISTORICAL MUSEUM",8409400029,TX
"AMARILLO MUSEUM OF ART",8404800551,TX
"AMARILLO RAILROAD MUSEUM",8404801610,TX
"AMARILLO ZOOLOGICAL SOCIETY",8404801991,TX
"AMATEUR ATHLETIC WORLD HALL OF FAME MUSEUM",8403500278,NM
AMAZEUM,8409500247,AR
"AMAZING WORLD OF DR SUESS MUSEUM",8409400030,MA
"AMBASSADORS OF ST PETER ACTORS",8400601150,CA
"AMBERG HISTORICAL SOCIETY",8405500267,WI
"AMBERS ORIGINALS AND PRINTS",8405100205,VA
"AMBERSON VALLEY HISTORICAL SOCIETY",8404200363,PA
"AMBLER FARM",8400900373,CT
"AMBLER THEATER",8404200902,PA
"AMBOY DEPOT MUSEUM",8401700931,IL
"AMC MUSEUM FOUNDATION",8401000110,DE
"AMCA ASSOCIATION FOR MODERN AND CONTEMPORARY ART",8404800660,TX
"AME CHURCH MUSEUM",8401800126,IN
"AMEEN ART GALLERY",8409502683,LA
"AMELIA AREA HISTORICAL SOCIETY",8403900804,OH
"AMELIA COUNTY HISTORICAL SOCIETY",8405100627,VA
"AMELIA EARHART BIRTHPLACE MUSEUM",8402000108,KS
"AMELIA ISLAND GENEALOGICAL SOCIETY",8401200924,FL
"AMELIA ISLAND MUSEUM OF HISTORY",8401200731,FL
"AMELIA LIGHTHOUSE & MUSEUM",8409400031,FL
"AMELIA PARK CHILDREN'S MUSEUM",8402500497,MA
"AMELIE A. WALLACE GALLERY",8409502684,NY
"AMENIA HISTORICAL SOCIETY",8403601089,NY
"AMERICA 76 HOSE COMPANY",8404801079,TX
"AMERICA ON WHEELS",8404200745,PA
"AMERICA'S CREDIT UNION MUSEUM",8409400045,NH
"AMERICA'S ICE CREAM & DAIRY MUSEUM",8409400046,OH
"AMERICAN ACADEMY OF ARTS AND LETTERS",8403600740,NY
"AMERICAN ADVERTISING MUSEUM",8404100025,OR
"AMERICAN AIR COMBAT MUSEUM",8404700486,TN
"AMERICAN AIR POWER MUSEUM",8403600411,NY
"AMERICAN AIRMAIL SOCIETY",8403602018,NY
"AMERICAN AIRPOWER HERITAGE FLYING MUSEUM",8404801178,TX
"AMERICAN AIRPOWER MUSEUM",8403600410,NY
"AMERICAN ANTIQUARIAN SOCIETY",8402500255,MA
"AMERICAN ARMED FORCES MUSEUM",8403500253,NM
"AMERICAN ARMOURED FOUNDATION TANK MUSEUM",8405100174,VA
"AMERICAN AVIATION HISTORICAL SOCIETY",8400602626,CA
"AMERICAN AVIATION HISTORICAL SOCIETY PHOENIX WING",8400400214,AZ
"AMERICAN BANJO MUSEUM",8404000476,OK
"AMERICAN BAR ASSOCIATION MUSEUM OF LAW",8401700847,IL
"AMERICAN BARBECUE HALL OF FAME AND MUSEUM",8402900267,MO
"AMERICAN BASEBALL CARD MUSEUM",8400601529,CA
"AMERICAN BASEBALL WAX",8403600391,NY
"AMERICAN BICYCLE AND CYCLING MUSEUM",8400601827,CA
"AMERICAN BOOKBINDERS MUSEUM",8400601022,CA
"AMERICAN CAMELLIA SOCIETY & MASSEE LANE GARDENS",8401300371,GA
"AMERICAN CATHOLIC HISTORICAL SOCIETY",8404200934,PA
"AMERICAN CAVE MUSEUM AND HIDDEN RIVER CAVE",8402100083,KY
"AMERICAN CENTER OF POLISH CULTURE",8409400033,DC
"AMERICAN CIVIL WAR CENTER AT HISTORIC TREDEGAR",8409400034,VA
"AMERICAN CIVIL WAR MUSEUM",8404200255,PA
"AMERICAN CIVIL WAR MUSEUM OF OHIO",8403900287,OH
"AMERICAN CIVILIZATION FOUNDATION",8404400103,RI
"AMERICAN CLASSIC ARCADE MUSEUM",8403300218,NH
"AMERICAN CLASSICAL MUSIC HALL OF FAME AND MUSEUM",8403900718,OH
"AMERICAN CLOCK & WATCH MUSEUM",8400900297,CT
"AMERICAN COLLECTIBLES MUSEUM",8401701348,IL
"AMERICAN COMPUTER & ROBOTICS MUSEUM",8403000217,MT
"AMERICAN COWBOY MUSEUM",8404800388,TX
"AMERICAN CRAFT MUSEUM",8403600422,NY
"AMERICAN CRAFTSMAN MUSEUM",8409400036,FL
"AMERICAN CURLING FOUNDATION AND MUSEUM",8405300277,WA
"AMERICAN CUT GLASS ASSOCIATION",8402900751,MO
"AMERICAN DIME MUSEUM",8402400152,MD
"AMERICAN DINER MUSEUM",8404400092,RI
"AMERICAN DREAM CAREER MUSEUM COMPANY",8404200786,PA
"AMERICAN EAGLE MUSEUM",8402700729,MN
"AMERICAN FALL THEATRE GUILD",8401600033,ID
"AMERICAN FARM HERITAGE NFP",8401701349,IL
"AMERICAN FILM INSTITUTE",8400601593,CA
"AMERICAN FLAG HOUSE AND BETSY ROSS MEMORIAL",8404200659,PA
"AMERICAN FLIGHT MUSEUM",8402000548,KS
"AMERICAN FLUORITE MUSEUM",8409400037,IL
"AMERICAN FOLK ART MUSEUM",8403600773,NY
"AMERICAN FOLK ART MUSEUM AND GALLERY",8401200253,FL
"AMERICAN FURNITURE HALL",8403700438,NC
"AMERICAN GEOGRAPHICAL SOCIETY",8403600416,NY
"AMERICAN GOTHIC HOUSE CENTER",8401900111,IA
"AMERICAN HAND FIRE ENGINE SOCIETY",8402500545,MA
"AMERICAN HELICOPTER MUSEUM & EDUCATION CENTER",8404200737,PA
"AMERICAN HERALDRY SOCIETY",8404800429,TX
"AMERICAN HERITAGE CENTER",8409501311,WY
"AMERICAN HERITAGE COLLECTORS CLUB",8401701134,IL
"AMERICAN HERITAGE MUSEUM",8403901288,OH
"AMERICAN HEROES MUSEUM",8400400091,AZ
"AMERICAN HEROES MUSEUM AT DESERT LAWN CEMETERY",8400400152,AZ
"AMERICAN HISTORICAL PRINT COLLECTORS SOCIETY",8403600486,NY
"AMERICAN HISTORY WORKSHOP NY",8403600661,NY
"AMERICAN HOP MUSEUM",8405300512,WA
"AMERICAN HUEY 369",8401800179,IN
"AMERICAN HUNGARIAN LIBRARY AND HISTORICAL SOCIETY",8403600766,NY
"AMERICAN INDEPENDENCE CENTER",8403300320,NH
"AMERICAN INDIAN ART MUSEUM",8404600090,SD
"AMERICAN INDIAN CULTURAL CENTER",8402400374,MD
"AMERICAN INDIAN CULTURE RESEARCH CENTER",8404600045,SD
"AMERICAN INDIAN GENOCIDE MUSEUM",8404802007,TX
"AMERICAN INDIAN HERITAGE MUSEUM",8402100420,KY
"AMERICAN INDIAN MUSEUM",8400100376,AL
"AMERICAN INDIAN MUSEUM & CULTURE CENTER",8400600907,CA
"AMERICAN INDIAN MUSEUM OF PLANTS AND HEALING",8404800923,TX
"AMERICAN INSTITUTE OF PAKISTAN STUDIES",8405500836,WI
"AMERICAN INSTITUTE-ARCHITECTS",8404700114,TN
"AMERICAN IRISH HISTORICAL SOCIETY",8403600754,NY
"AMERICAN ITALIAN HERITAGE MUSEUM",8403602136,NY
"AMERICAN JAZZ MUSEUM",8402900758,MO
"AMERICAN JEWISH HISTORICAL SOCIETY",8409501197,MA
"AMERICAN KENNEL CLUB MUSEUM OF THE DOG",8402900443,MO
"AMERICAN KICKBALL HALL OF FAME",8404802021,TX
"AMERICAN LEGION AUXILIARY",8405500841,WI
"AMERICAN LEGION POST 0556 FIRST DIVISION MUSEUM",8401701199,IL
"AMERICAN MAPLE MUSEUM",8403601366,NY
"AMERICAN MARITIME HISTORY PROJECT",8403600654,NY
"AMERICAN MERCHANT MARINE MUSEUM",8403600424,NY
"AMERICAN MERCHANT MARINE MUSEUM FOUNDATION",8403600558,NY
"AMERICAN MILITARY EDGED WEAPONRY MUSEUM",8404200272,PA
"AMERICAN MILITARY FORCES MUSEUM",8403901170,OH
"AMERICAN MILITARY HERITAGE PRESERVATION SOCIETY",8404100196,OR
"AMERICAN MILITARY MEDICAL IMPRESSION",8402400530,MD
"AMERICAN MILITARY MUSEUM",8404500081,SC
"AMERICAN MILITARY MUSEUM AND HERITAGE CENTER",8403901296,OH
"AMERICAN MONEY AND GOLD RUSH MUSEUM",8400601466,CA
"AMERICAN MOTORCYCLE HERITAGE FOUNDATION",8403900589,OH
"AMERICAN MOVIE PALACE MUSEUM",8409400039,IL
"AMERICAN MULE MUSEUM AND INSTITUTE",8400601005,CA
"AMERICAN MURAL PROJECT",8400900471,CT
"AMERICAN MUSEUM AND LIBRARY OF MUSIC",8403700852,NC
"AMERICAN MUSEUM FOR HISTORIC PRESERVATION AND EDUCATION",8404500115,SC
"AMERICAN MUSEUM OF ASMAT ART",8409502685,MN
"AMERICAN MUSEUM OF AVIATION",8400900487,CT
"AMERICAN MUSEUM OF BEAT ART",8400602865,CA
"AMERICAN MUSEUM OF CERAMIC ART",8400601425,CA
"AMERICAN MUSEUM OF EARTHS BIBLICAL HISTORY AND RESEARCH INSTITUTE",8403400117,NJ
"AMERICAN MUSEUM OF FINANCIAL HISTORY",8403600436,NY
"AMERICAN MUSEUM OF FLY FISHING",8405000067,VT
"AMERICAN MUSEUM OF HISTORY PALIS INSTITUTE",8402600389,MI
"AMERICAN MUSEUM OF INDUSTRY & TECHNOLOGY",8400900491,CT
"AMERICAN MUSEUM OF MAGIC & LUND LIBRARY",8402600853,MI
"AMERICAN MUSEUM OF MILITARY VEHICLES",8401800501,IN
"AMERICAN MUSEUM OF MODERN",8400900232,CT
"AMERICAN MUSEUM OF NATURAL",8403600415,NY
"AMERICAN MUSEUM OF NATURAL HISTORY",8403601031,NY
"AMERICAN MUSEUM OF NATURAL HISTORY - PLANETARIUM",8403600749,NY
"AMERICAN MUSEUM OF NURSING",8409501313,AZ
"AMERICAN MUSEUM OF PEACE",8401100127,DC
"AMERICAN MUSEUM OF QUILTS",8400600593,CA
"AMERICAN MUSEUM OF RADIO AND ELECTRICITY",8405300576,WA
"AMERICAN MUSEUM OF SCIENCE & ENERGY",8409500249,TN
"AMERICAN MUSEUM OF SCIENCE AND ENERGY",8404700476,TN
"AMERICAN MUSEUM OF SLAVERY",8403700890,NC
"AMERICAN MUSEUM OF STRAW ART",8400600620,CA
"AMERICAN MUSEUM OF TELEPHONY",8400602142,CA
"AMERICAN MUSEUM OF THE MINIATURE ARTS",8404801521,TX
"AMERICAN MUSEUM OF THE MOVING IMAGE",8403600582,NY
"AMERICAN MUSEUM OF VAUDEVILLE",8403500080,NM
"AMERICAN MUSEUM OF VETERINARY MEDICINE",8404200806,PA
"AMERICAN MUSEUM OF WESTERN ART",8400800257,CO
"AMERICAN MUSEUM OF WILDLIFE ART",8402700389,MN
"AMERICAN MUSEUM TORT LAW",8400900270,CT
"AMERICAN MUSEUM-VETRY MEDICINE",8404200274,PA
"AMERICAN MUSIC MUSEUM",8400500053,AR
